strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000214,1,GLOBAL_CONTIG,342,4,0.6712255477905273,0.32877445220947266,0.8108939528465271,True,False,False,False
STRAIN_000214,1,GLOBAL_CONTIG,442,5,0.6599776744842529,0.34002232551574707,0.8246481418609619,True,False,False,False
STRAIN_000233,1,GLOBAL_CONTIG,42,1,0.5789647698402405,0.4210352301597595,0.9176440238952637,True,False,False,False
STRAIN_000233,1,GLOBAL_CONTIG,142,2,0.5733377933502197,0.4266622066497803,0.9237555861473083,True,False,False,False
STRAIN_000233,1,GLOBAL_CONTIG,242,3,0.5907164812088013,0.40928351879119873,0.9047470092773438,True,False,False,False
STRAIN_000233,1,GLOBAL_CONTIG,342,4,0.579137921333313,0.420862078666687,0.91745525598526,True,False,False,False
STRAIN_000233,1,GLOBAL_CONTIG,442,5,0.5874193906784058,0.41258060932159424,0.908383846282959,True,False,False,False
STRAIN_000241,1,GLOBAL_CONTIG,42,1,0.594933807849884,0.40506619215011597,0.9000735282897949,True,False,False,False
STRAIN_000241,1,GLOBAL_CONTIG,142,2,0.5972269773483276,0.40277302265167236,0.8975220918655396,True,False,False,False
STRAIN_000241,1,GLOBAL_CONTIG,242,3,0.6132992506027222,0.38670074939727783,0.8794324398040771,True,False,False,False
STRAIN_000241,1,GLOBAL_CONTIG,342,4,0.5962747931480408,0.40372520685195923,0.8985824584960938,True,False,False,False
STRAIN_000241,1,GLOBAL_CONTIG,442,5,0.5749902725219727,0.42500972747802734,0.9219649434089661,True,False,False,False
STRAIN_000245,1,GLOBAL_CONTIG,42,1,0.5844711065292358,0.41552889347076416,0.9116236567497253,True,False,False,False
STRAIN_000245,1,GLOBAL_CONTIG,142,2,0.6097996234893799,0.3902003765106201,0.883402943611145,True,False,False,False
STRAIN_000245,1,GLOBAL_CONTIG,242,3,0.5989311933517456,0.4010688066482544,0.8956214189529419,True,False,False,False
STRAIN_000245,1,GLOBAL_CONTIG,342,4,0.5963644981384277,0.40363550186157227,0.8984825611114502,True,False,False,False
STRAIN_000245,1,GLOBAL_CONTIG,442,5,0.6182969212532043,0.38170307874679565,0.873731255531311,True,False,False,False
STRAIN_000260,1,GLOBAL_CONTIG,42,1,0.6999045610427856,0.30009543895721436,0.7747198939323425,True,False,False,False
STRAIN_000260,1,GLOBAL_CONTIG,142,2,0.7312137484550476,0.2687862515449524,0.7331933379173279,True,False,False,False
STRAIN_000260,1,GLOBAL_CONTIG,242,3,0.7292307615280151,0.27076923847198486,0.7358928918838501,True,False,False,False
STRAIN_000260,1,GLOBAL_CONTIG,342,4,0.7244007587432861,0.27559924125671387,0.742427408695221,True,False,False,False
STRAIN_000260,1,GLOBAL_CONTIG,442,5,0.7483358979225159,0.25166410207748413,0.7094562649726868,True,False,False,False
STRAIN_000292,1,GLOBAL_CONTIG,42,1,0.6752885580062866,0.3247114419937134,0.8058679103851318,True,False,False,False
STRAIN_000292,1,GLOBAL_CONTIG,142,2,0.6687113046646118,0.3312886953353882,0.8139885067939758,True,False,False,False
STRAIN_000292,1,GLOBAL_CONTIG,242,3,0.6431938409805298,0.3568061590194702,0.8447557687759399,True,False,False,False
STRAIN_000292,1,GLOBAL_CONTIG,342,4,0.6456310749053955,0.3543689250946045,0.8418657779693604,True,False,False,False
STRAIN_000292,1,GLOBAL_CONTIG,442,5,0.653089165687561,0.34691083431243896,0.8329595327377319,True,False,False,False
STRAIN_000301,1,GLOBAL_CONTIG,42,1,0.5942193269729614,0.4057806730270386,0.9008669257164001,True,False,False,False
STRAIN_000301,1,GLOBAL_CONTIG,142,2,0.6181231737136841,0.3818768262863159,0.8739299774169922,True,False,False,False
STRAIN_000301,1,GLOBAL_CONTIG,242,3,0.6065648794174194,0.39343512058258057,0.8870570063591003,True,False,False,False
STRAIN_000301,1,GLOBAL_CONTIG,342,4,0.612889289855957,0.38711071014404297,0.8798985481262207,True,False,False,False
STRAIN_000301,1,GLOBAL_CONTIG,442,5,0.5927808284759521,0.40721917152404785,0.902462363243103,True,False,False,False
STRAIN_000302,1,GLOBAL_CONTIG,42,1,0.6032818555831909,0.3967181444168091,0.8907503485679626,True,False,False,False
STRAIN_000302,1,GLOBAL_CONTIG,142,2,0.5910794734954834,0.4089205265045166,0.904345691204071,True,False,False,False
STRAIN_000302,1,GLOBAL_CONTIG,242,3,0.5924972295761108,0.40750277042388916,0.9027766585350037,True,False,False,False
STRAIN_000302,1,GLOBAL_CONTIG,342,4,0.5897462964057922,0.41025370359420776,0.9058186411857605,True,False,False,False
STRAIN_000302,1,GLOBAL_CONTIG,442,5,0.6142972707748413,0.3857027292251587,0.8782968521118164,True,False,False,False
STRAIN_000318,1,GLOBAL_CONTIG,42,1,0.6666504144668579,0.3333495855331421,0.8165165185928345,True,False,False,False
STRAIN_000318,1,GLOBAL_CONTIG,142,2,0.6815324425697327,0.31846755743026733,0.798082172870636,True,False,False,False
STRAIN_000318,1,GLOBAL_CONTIG,242,3,0.6660062074661255,0.3339937925338745,0.8173051476478577,True,False,False,False
STRAIN_000318,1,GLOBAL_CONTIG,342,4,0.6440598964691162,0.3559401035308838,0.8437300324440002,True,False,False,False
STRAIN_000318,1,GLOBAL_CONTIG,442,5,0.6937835216522217,0.3062164783477783,0.7825809717178345,True,False,False,False
STRAIN_000325,1,GLOBAL_CONTIG,42,1,0.6145468950271606,0.38545310497283936,0.8780125975608826,True,False,False,False
STRAIN_000325,1,GLOBAL_CONTIG,142,2,0.6150873899459839,0.3849126100540161,0.877396821975708,True,False,False,False
STRAIN_000325,1,GLOBAL_CONTIG,242,3,0.5937623381614685,0.4062376618385315,0.9013740420341492,True,False,False,False
STRAIN_000325,1,GLOBAL_CONTIG,342,4,0.5861849188804626,0.41381508111953735,0.9097417593002319,True,False,False,False
STRAIN_000325,1,GLOBAL_CONTIG,442,5,0.5978776216506958,0.4021223783493042,0.8967969417572021,True,False,False,False
STRAIN_000330,1,GLOBAL_CONTIG,42,1,0.6668809056282043,0.33311909437179565,0.8162341713905334,True,False,False,False
STRAIN_000330,1,GLOBAL_CONTIG,142,2,0.6885701417922974,0.31142985820770264,0.7892146706581116,True,False,False,False
