strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000108,5,TIGHTBLOCK50,42,1,0.986894428730011,0.013105571269989014,0.16189855337142944,True,False,False,False
STRAIN_000108,5,TIGHTBLOCK50,142,2,0.9887733459472656,0.011226654052734375,0.14984442293643951,True,False,False,False
STRAIN_000108,5,TIGHTBLOCK50,242,3,0.9871281981468201,0.012871801853179932,0.16044791042804718,True,False,False,False
STRAIN_000108,5,TIGHTBLOCK50,342,4,0.9890609979629517,0.01093900203704834,0.14791232347488403,True,False,False,False
STRAIN_000108,5,TIGHTBLOCK50,442,5,0.9893803000450134,0.010619699954986572,0.145737886428833,True,False,False,False
STRAIN_000110,5,TIGHTBLOCK50,42,1,0.9938392639160156,0.006160736083984375,0.11100134998559952,True,False,False,False
STRAIN_000110,5,TIGHTBLOCK50,142,2,0.9938894510269165,0.006110548973083496,0.1105494350194931,True,False,False,False
STRAIN_000110,5,TIGHTBLOCK50,242,3,0.9935230016708374,0.006476998329162598,0.11381547152996063,True,False,False,False
STRAIN_000110,5,TIGHTBLOCK50,342,4,0.9939848780632019,0.006015121936798096,0.1096828356385231,True,False,False,False
STRAIN_000110,5,TIGHTBLOCK50,442,5,0.9944281578063965,0.005571842193603516,0.10556437075138092,True,False,False,False
STRAIN_000113,5,TIGHTBLOCK50,42,1,0.9926172494888306,0.007382750511169434,0.12151297926902771,True,False,False,False
STRAIN_000113,5,TIGHTBLOCK50,142,2,0.9937368631362915,0.006263136863708496,0.1119210347533226,True,False,False,False
STRAIN_000113,5,TIGHTBLOCK50,242,3,0.9932811260223389,0.006718873977661133,0.11592157930135727,True,False,False,False
STRAIN_000113,5,TIGHTBLOCK50,342,4,0.9932054281234741,0.006794571876525879,0.11657173931598663,True,False,False,False
STRAIN_000113,5,TIGHTBLOCK50,442,5,0.9932383298873901,0.006761670112609863,0.11629039794206619,True,False,False,False
