outer_fold,strain_entity_id,control_type,n_seeds,displacement_mean,displacement_median,displacement_sd
1,STRAIN_000305,TIGHTBLOCK50,5,0.029065001010894775,0.03030550479888916,0.0023589498716618928
1,STRAIN_000308,TIGHTBLOCK50,5,0.011742603778839112,0.011888384819030762,0.0014201841139062355
1,STRAIN_000321,TIGHTBLOCK50,5,0.012927889823913574,0.012311220169067383,0.002431367426485752
1,STRAIN_000324,TIGHTBLOCK50,5,0.015605390071868896,0.015166878700256348,0.0013168994062364757
1,STRAIN_000325,TIGHTBLOCK50,5,0.013126862049102784,0.012825965881347656,0.0009794352867431937
1,STRAIN_000330,TIGHTBLOCK50,5,0.0069593310356140135,0.006642043590545654,0.0009480619169996696
1,STRAIN_000333,TIGHTBLOCK50,5,0.008630549907684327,0.008394598960876465,0.0006925996163129111
1,STRAIN_000335,TIGHTBLOCK50,5,0.009683346748352051,0.009409666061401367,0.000786052104939261
1,STRAIN_000337,TIGHTBLOCK50,5,0.01000370979309082,0.01020348072052002,0.0009300992127237695
1,STRAIN_000342,TIGHTBLOCK50,5,0.006567168235778809,0.0059525370597839355,0.0010198084610213531
1,STRAIN_000345,TIGHTBLOCK50,5,0.010434341430664063,0.01044321060180664,0.0009801417975172186
1,STRAIN_000347,TIGHTBLOCK50,5,0.03168585300445557,0.03061699867248535,0.003866729186725384
1,STRAIN_000353,TIGHTBLOCK50,5,0.016316759586334228,0.016555428504943848,0.001387595712011969
1,STRAIN_000354,TIGHTBLOCK50,5,0.02410309314727783,0.023998916149139404,0.0019705912866806227
1,STRAIN_000355,TIGHTBLOCK50,5,0.036711835861206056,0.03852212429046631,0.006910799911021617
1,STRAIN_000358,TIGHTBLOCK50,5,0.01629798412322998,0.0163424015045166,0.0005462058007694976
1,STRAIN_000369,TIGHTBLOCK50,5,0.011989736557006836,0.012066483497619629,0.0012088038169368086
1,STRAIN_000372,TIGHTBLOCK50,5,0.01395120620727539,0.013757169246673584,0.0009627871265386629
1,STRAIN_000373,TIGHTBLOCK50,5,0.00821385383605957,0.008297085762023926,0.000644649720547856
1,STRAIN_000379,TIGHTBLOCK50,5,0.017539834976196288,0.018415331840515137,0.0021608608738056686
1,STRAIN_000380,TIGHTBLOCK50,5,0.00859847068786621,0.008640170097351074,0.0011216340998340406
