door_accession,door_accession_key,door_assembly_number,door_version,door_prefix,genome_dir,feature_table_member,operon_member,has_operon_label_file
GCA_000060345.1,000060345.1,000060345,1,GCA,data/Gramella_forsetii_KT0803,data/Gramella_forsetii_KT0803/GCA_000060345.1_ASM6034v1_feature_table.txt,data/Gramella_forsetii_KT0803/Gramella_forsetii_KT0803_NC_008571_operon_classification_output.txt,True
GCA_000061505.1,000061505.1,000061505,1,GCA,data/Azoarcus_sp._BH72,data/Azoarcus_sp._BH72/GCA_000061505.1_ASM6150v1_feature_table.txt,data/Azoarcus_sp._BH72/Azoarcus_sp._BH72_NC_008702_operon_classification_output.txt,True
GCA_000062885.1,000062885.1,000062885,1,GCA,data/Saccharopolyspora_erythraea_NRRL_2338,data/Saccharopolyspora_erythraea_NRRL_2338/GCA_000062885.1_ASM6288v1_feature_table.txt,data/Saccharopolyspora_erythraea_NRRL_2338/Saccharopolyspora_erythraea_NRRL_2338_NC_009142_operon_classification_output.txt,True
GCA_000063445.1,000063445.1,000063445,1,GCA,data/Methanocella_arvoryzae_MRE50,data/Methanocella_arvoryzae_MRE50/GCA_000063445.1_ASM6344v1_feature_table.txt,data/Methanocella_arvoryzae_MRE50/Methanocella_arvoryzae_MRE50_NC_009464_operon_classification_output.txt,True
GCA_000063485.1,000063485.1,000063485,1,GCA,data/Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382,data/Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382/GCA_000063485.1_ASM6348v1_feature_table.txt,data/Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382/Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382_NC_009480_operon_classification_output.txt,True
GCA_000063505.1,000063505.1,000063505,1,GCA,data/Synechococcus_sp._WH_7803,data/Synechococcus_sp._WH_7803/GCA_000063505.1_ASM6350v1_feature_table.txt,data/Synechococcus_sp._WH_7803/Synechococcus_sp._WH_7803_NC_009481_operon_classification_output.txt,True
GCA_000063525.1,000063525.1,000063525,1,GCA,data/Synechococcus_sp._RCC307,data/Synechococcus_sp._RCC307/GCA_000063525.1_ASM6352v1_feature_table.txt,data/Synechococcus_sp._RCC307/Synechococcus_sp._RCC307_NC_009482_operon_classification_output.txt,True
GCA_000063545.1,000063545.1,000063545,1,GCA,data/Orientia_tsutsugamushi_str._Boryong,data/Orientia_tsutsugamushi_str._Boryong/GCA_000063545.1_ASM6354v1_feature_table.txt,data/Orientia_tsutsugamushi_str._Boryong/Orientia_tsutsugamushi_str._Boryong_NC_009488_operon_classification_output.txt,True
GCA_000063585.1,000063585.1,000063585,1,GCA,data/Clostridium_botulinum_A_str._ATCC_3502,data/Clostridium_botulinum_A_str._ATCC_3502/GCA_000063585.1_ASM6358v1_feature_table.txt,data/Clostridium_botulinum_A_str._ATCC_3502/Clostridium_botulinum_A_str._ATCC_3502_NC_009495_operon_classification_output.txt,True
GCA_000063605.1,000063605.1,000063605,1,GCA,data/Mycoplasma_agalactiae_PG2,data/Mycoplasma_agalactiae_PG2/GCA_000063605.1_ASM6360v1_feature_table.txt,data/Mycoplasma_agalactiae_PG2/Mycoplasma_agalactiae_PG2_NC_009497_operon_classification_output.txt,True
GCA_000064305.2,000064305.2,000064305,2,GCA,data/Flavobacterium_psychrophilum_JIP0286,data/Flavobacterium_psychrophilum_JIP0286/GCA_000064305.2_ASM6430v2_feature_table.txt,data/Flavobacterium_psychrophilum_JIP0286/Flavobacterium_psychrophilum_JIP0286_NC_009613_operon_classification_output.txt,True
GCA_000067045.1,000067045.1,000067045,1,GCA,data/Gluconacetobacter_diazotrophicus_PAl_5,data/Gluconacetobacter_diazotrophicus_PAl_5/GCA_000067045.1_ASM6704v1_feature_table.txt,data/Gluconacetobacter_diazotrophicus_PAl_5/Gluconacetobacter_diazotrophicus_PAl_5_NC_010125_operon_classification_output.txt,True
GCA_000067165.1,000067165.1,000067165,1,GCA,data/Sorangium_cellulosum_'So_ce_56',data/Sorangium_cellulosum_'So_ce_56'/GCA_000067165.1_ASM6716v1_feature_table.txt,data/Sorangium_cellulosum_'So_ce_56'/Sorangium_cellulosum_'So_ce_56'_NC_010162_operon_classification_output.txt,True
GCA_000067205.1,000067205.1,000067205,1,GCA,data/Bordetella_petrii_DSM_12804,data/Bordetella_petrii_DSM_12804/GCA_000067205.1_ASM6720v1_feature_table.txt,data/Bordetella_petrii_DSM_12804/Bordetella_petrii_DSM_12804_NC_010170_operon_classification_output.txt,True
GCA_000068525.2,000068525.2,000068525,2,GCA,data/Chlamydia_trachomatis_L2bUCH-1proctitis,data/Chlamydia_trachomatis_L2bUCH-1proctitis/GCA_000068525.2_ASM6852v2_feature_table.txt,data/Chlamydia_trachomatis_L2bUCH-1proctitis/Chlamydia_trachomatis_L2bUCH-1proctitis_NC_010280_operon_classification_output.txt,True
GCA_000068585.1,000068585.1,000068585,1,GCA,data/Chlamydia_trachomatis_434Bu,data/Chlamydia_trachomatis_434Bu/GCA_000068585.1_ASM6858v1_feature_table.txt,data/Chlamydia_trachomatis_434Bu/Chlamydia_trachomatis_434Bu_NC_010287_operon_classification_output.txt,True
GCA_000069025.1,000069025.1,000069025,1,GCA,data/Halobacterium_salinarum_R1,data/Halobacterium_salinarum_R1/GCA_000069025.1_ASM6902v1_feature_table.txt,data/Halobacterium_salinarum_R1/Halobacterium_salinarum_R1_NC_010364_operon_classification_output.txt,True
GCA_000069185.1,000069185.1,000069185,1,GCA,data/Mycobacterium_abscessus_ATCC_19977_unnamed,data/Mycobacterium_abscessus_ATCC_19977_unnamed/GCA_000069185.1_ASM6918v1_feature_table.txt,data/Mycobacterium_abscessus_ATCC_19977_unnamed/Mycobacterium_abscessus_ATCC_19977_unnamed_NC_010397_operon_classification_output.txt,True
GCA_000069205.1,000069205.1,000069205,1,GCA,data/Acinetobacter_baumannii_SDF,data/Acinetobacter_baumannii_SDF/GCA_000069205.1_ASM6920v1_feature_table.txt,data/Acinetobacter_baumannii_SDF/Acinetobacter_baumannii_SDF_NC_010400_operon_classification_output.txt,True
GCA_000069225.1,000069225.1,000069225,1,GCA,data/Clavibacter_michiganensis_subsp._sepedonicus,data/Clavibacter_michiganensis_subsp._sepedonicus/GCA_000069225.1_ASM6922v1_feature_table.txt,data/Clavibacter_michiganensis_subsp._sepedonicus/Clavibacter_michiganensis_subsp._sepedonicus_NC_010407_operon_classification_output.txt,True
GCA_000069245.1,000069245.1,000069245,1,GCA,data/Acinetobacter_baumannii_AYE,data/Acinetobacter_baumannii_AYE/GCA_000069245.1_ASM6924v1_feature_table.txt,data/Acinetobacter_baumannii_AYE/Acinetobacter_baumannii_AYE_NC_010410_operon_classification_output.txt,True
GCA_000069785.1,000069785.1,000069785,1,GCA,data/Cupriavidus_taiwanensis_LMG_19424,data/Cupriavidus_taiwanensis_LMG_19424/GCA_000069785.1_ASM6978v1_feature_table.txt,data/Cupriavidus_taiwanensis_LMG_19424/Cupriavidus_taiwanensis_LMG_19424_NC_010528_operon_classification_output.txt,True
GCA_000069925.1,000069925.1,000069925,1,GCA,data/Candidatus_Phytoplasma_australiense,data/Candidatus_Phytoplasma_australiense/GCA_000069925.1_ASM6992v1_feature_table.txt,data/Candidatus_Phytoplasma_australiense/Candidatus_Phytoplasma_australiense_NC_010544_operon_classification_output.txt,True
GCA_000069945.1,000069945.1,000069945,1,GCA,data/Corynebacterium_urealyticum_DSM_7109,data/Corynebacterium_urealyticum_DSM_7109/GCA_000069945.1_ASM6994v1_feature_table.txt,data/Corynebacterium_urealyticum_DSM_7109/Corynebacterium_urealyticum_DSM_7109_NC_010545_operon_classification_output.txt,True
GCA_000069965.1,000069965.1,000069965,1,GCA,data/Proteus_mirabilis_HI4320,data/Proteus_mirabilis_HI4320/GCA_000069965.1_ASM6996v1_feature_table.txt,data/Proteus_mirabilis_HI4320/Proteus_mirabilis_HI4320_NC_010554_operon_classification_output.txt,True
GCA_000070465.1,000070465.1,000070465,1,GCA,data/Bordetella_avium_197N,data/Bordetella_avium_197N/GCA_000070465.1_ASM7046v1_feature_table.txt,data/Bordetella_avium_197N/Bordetella_avium_197N_NC_010645_operon_classification_output.txt,True
GCA_000070605.1,000070605.1,000070605,1,GCA,data/Xanthomonas_campestris_pv._campestris_str._B100,data/Xanthomonas_campestris_pv._campestris_str._B100/GCA_000070605.1_ASM7060v1_feature_table.txt,data/Xanthomonas_campestris_pv._campestris_str._B100/Xanthomonas_campestris_pv._campestris_str._B100_NC_010688_operon_classification_output.txt,True
GCA_000072485.1,000072485.1,000072485,1,GCA,data/Stenotrophomonas_maltophilia_K279a,data/Stenotrophomonas_maltophilia_K279a/GCA_000072485.1_ASM7248v1_feature_table.txt,data/Stenotrophomonas_maltophilia_K279a/Stenotrophomonas_maltophilia_K279a_NC_010943_operon_classification_output.txt,True
GCA_000073005.1,000073005.1,000073005,1,GCA,data/Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel,data/Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel/GCA_000073005.1_ASM7300v1_feature_table.txt,data/Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel/Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_NC_010981_operon_classification_output.txt,True
GCA_000083545.1,000083545.1,000083545,1,GCA,data/Methylobacterium_extorquens_DM4,data/Methylobacterium_extorquens_DM4/GCA_000083545.1_ASM8354v1_feature_table.txt,data/Methylobacterium_extorquens_DM4/Methylobacterium_extorquens_DM4_NC_012988_operon_classification_output.txt,True
GCA_000083565.1,000083565.1,000083565,1,GCA,data/Neisseria_meningitidis_alpha14,data/Neisseria_meningitidis_alpha14/GCA_000083565.1_ASM8356v1_feature_table.txt,data/Neisseria_meningitidis_alpha14/Neisseria_meningitidis_alpha14_NC_013016_operon_classification_output.txt,True
GCA_000085225.1,000085225.1,000085225,1,GCA,data/Clostridium_difficile_CD196,data/Clostridium_difficile_CD196/GCA_000085225.1_ASM8522v1_feature_table.txt,data/Clostridium_difficile_CD196/Clostridium_difficile_CD196_NC_013315_operon_classification_output.txt,True
GCA_000085865.1,000085865.1,000085865,1,GCA,data/Mycoplasma_hominis_ATCC_23114,data/Mycoplasma_hominis_ATCC_23114/GCA_000085865.1_ASM8586v1_feature_table.txt,data/Mycoplasma_hominis_ATCC_23114/Mycoplasma_hominis_ATCC_23114_NC_013511_operon_classification_output.txt,True
GCA_000089865.1,000089865.1,000089865,1,GCA,data/Mycoplasma_agalactiae,data/Mycoplasma_agalactiae/GCA_000089865.1_ASM8986v1_feature_table.txt,data/Mycoplasma_agalactiae/Mycoplasma_agalactiae_NC_013948_operon_classification_output.txt,True
GCA_000090405.1,000090405.1,000090405,1,GCA,data/Salinibacter_ruber_M8,data/Salinibacter_ruber_M8/GCA_000090405.1_ASM9040v2_feature_table.txt,data/Salinibacter_ruber_M8/Salinibacter_ruber_M8_NC_014032_operon_classification_output.txt,True
GCA_000090965.1,000090965.1,000090965,1,GCA,data/Buchnera_aphidicola_str._Cc_(Cinara_cedri),data/Buchnera_aphidicola_str._Cc_(Cinara_cedri)/GCA_000090965.1_ASM9096v1_feature_table.txt,data/Buchnera_aphidicola_str._Cc_(Cinara_cedri)/Buchnera_aphidicola_str._Cc_(Cinara_cedri)_NC_008513_operon_classification_output.txt,True
GCA_000091005.1,000091005.1,000091005,1,GCA,data/Escherichia_coli_O26H11_str._11368,data/Escherichia_coli_O26H11_str._11368/GCA_000091005.1_ASM9100v1_feature_table.txt,data/Escherichia_coli_O26H11_str._11368/Escherichia_coli_O26H11_str._11368_NC_013361_operon_classification_output.txt,True
GCA_000091125.1,000091125.1,000091125,1,GCA,data/Sphingobium_japonicum_UT26S,data/Sphingobium_japonicum_UT26S/GCA_000091125.1_ASM9112v1_feature_table.txt,data/Sphingobium_japonicum_UT26S/Sphingobium_japonicum_UT26S_NC_014006_operon_classification_output.txt,True
GCA_000091165.1,000091165.1,000091165,1,GCA,data/Candidatus_Methylomirabilis_oxyfera,data/Candidatus_Methylomirabilis_oxyfera/GCA_000091165.1_ASM9116v1_feature_table.txt,data/Candidatus_Methylomirabilis_oxyfera/Candidatus_Methylomirabilis_oxyfera_NC_013260_operon_classification_output.txt,True
GCA_000091305.1,000091305.1,000091305,1,GCA,data/Streptomyces_scabiei_87.22,data/Streptomyces_scabiei_87.22/GCA_000091305.1_ASM9130v1_feature_table.txt,data/Streptomyces_scabiei_87.22/Streptomyces_scabiei_87.22_NC_013929_operon_classification_output.txt,True
GCA_000091325.1,000091325.1,000091325,1,GCA,data/Shewanella_violacea_DSS12,data/Shewanella_violacea_DSS12/GCA_000091325.1_ASM9132v1_feature_table.txt,data/Shewanella_violacea_DSS12/Shewanella_violacea_DSS12_NC_014012_operon_classification_output.txt,True
GCA_000091345.1,000091345.1,000091345,1,GCA,data/Helicobacter_pylori_B38,data/Helicobacter_pylori_B38/GCA_000091345.1_ASM9134v1_feature_table.txt,data/Helicobacter_pylori_B38/Helicobacter_pylori_B38_NC_012973_operon_classification_output.txt,True
GCA_000091405.1,000091405.1,000091405,1,GCA,data/Lactobacillus_johnsonii_FI9785,data/Lactobacillus_johnsonii_FI9785/GCA_000091405.1_ASM9140v1_feature_table.txt,data/Lactobacillus_johnsonii_FI9785/Lactobacillus_johnsonii_FI9785_NC_013504_operon_classification_output.txt,True
GCA_000091465.1,000091465.1,000091465,1,GCA,data/Vibrio_splendidus_LGP32,data/Vibrio_splendidus_LGP32/GCA_000091465.1_ASM9146v1_feature_table.txt,data/Vibrio_splendidus_LGP32/Vibrio_splendidus_LGP32_NC_011744_operon_classification_output.txt,True
GCA_000091545.1,000091545.1,000091545,1,GCA,data/Thermus_thermophilus_HB8,data/Thermus_thermophilus_HB8/GCA_000091545.1_ASM9154v1_feature_table.txt,,False
GCA_000091565.1,000091565.1,000091565,1,GCA,data/Erwinia_amylovora_CFBP1430,data/Erwinia_amylovora_CFBP1430/GCA_000091565.1_ASM9156v1_feature_table.txt,data/Erwinia_amylovora_CFBP1430/Erwinia_amylovora_CFBP1430_NC_013961_operon_classification_output.txt,True
GCA_000091645.1,000091645.1,000091645,1,GCA,data/Streptococcus_mutans_NN2025,data/Streptococcus_mutans_NN2025/GCA_000091645.1_ASM9164v1_feature_table.txt,data/Streptococcus_mutans_NN2025/Streptococcus_mutans_NN2025_NC_013928_operon_classification_output.txt,True
GCA_000091665.1,000091665.1,000091665,1,GCA,data/Methanocaldococcus_jannaschii_DSM_2661,data/Methanocaldococcus_jannaschii_DSM_2661/GCA_000091665.1_ASM9166v1_feature_table.txt,data/Methanocaldococcus_jannaschii_DSM_2661/Methanocaldococcus_jannaschii_DSM_2661_NC_000909_operon_classification_output.txt,True
GCA_000091725.1,000091725.1,000091725,1,GCA,data/Propionibacterium_freudenreichii_subsp._shermanii_CIRM-BIA1,data/Propionibacterium_freudenreichii_subsp._shermanii_CIRM-BIA1/GCA_000091725.1_ASM9172v1_feature_table.txt,data/Propionibacterium_freudenreichii_subsp._shermanii_CIRM-BIA1/Propionibacterium_freudenreichii_subsp._shermanii_CIRM-BIA1_NC_014215_operon_classification_output.txt,True
GCA_000091765.1,000091765.1,000091765,1,GCA,data/Lactobacillus_crispatus_ST1,data/Lactobacillus_crispatus_ST1/GCA_000091765.1_ASM9176v1_feature_table.txt,data/Lactobacillus_crispatus_ST1/Lactobacillus_crispatus_ST1_NC_014106_operon_classification_output.txt,True
GCA_000091785.1,000091785.1,000091785,1,GCA,data/Legionella_longbeachae_NSW150,data/Legionella_longbeachae_NSW150/GCA_000091785.1_ASM9178v1_feature_table.txt,data/Legionella_longbeachae_NSW150/Legionella_longbeachae_NSW150_NC_013861_operon_classification_output.txt,True
GCA_000091905.1,000091905.1,000091905,1,GCA,data/Streptococcus_suis_P17,data/Streptococcus_suis_P17/GCA_000091905.1_ASM9190v1_feature_table.txt,data/Streptococcus_suis_P17/Streptococcus_suis_P17_NC_012925_operon_classification_output.txt,True
GCA_000091985.1,000091985.1,000091985,1,GCA,data/Helicobacter_mustelae_12198,data/Helicobacter_mustelae_12198/GCA_000091985.1_ASM9198v1_feature_table.txt,data/Helicobacter_mustelae_12198/Helicobacter_mustelae_12198_NC_013949_operon_classification_output.txt,True
GCA_000092025.1,000092025.1,000092025,1,GCA,data/Agrobacterium_tumefaciens_str._C58,data/Agrobacterium_tumefaciens_str._C58/GCA_000092025.1_ASM9202v1_feature_table.txt,data/Agrobacterium_tumefaciens_str._C58/Agrobacterium_tumefaciens_str._C58_NC_003063_operon_classification_output.txt,True
GCA_000092045.1,000092045.1,000092045,1,GCA,data/Rhizobium_etli_CFN_42_symbiotic,data/Rhizobium_etli_CFN_42_symbiotic/GCA_000092045.1_ASM9204v1_feature_table.txt,data/Rhizobium_etli_CFN_42_symbiotic/Rhizobium_etli_CFN_42_symbiotic_NC_007761_operon_classification_output.txt,True
GCA_000092105.1,000092105.1,000092105,1,GCA,data/Planctomyces_limnophilus_DSM_3776,data/Planctomyces_limnophilus_DSM_3776/GCA_000092105.1_ASM9210v1_feature_table.txt,data/Planctomyces_limnophilus_DSM_3776/Planctomyces_limnophilus_DSM_3776_NC_014148_operon_classification_output.txt,True
GCA_000092125.1,000092125.1,000092125,1,GCA,data/Meiothermus_silvanus_DSM_9946,data/Meiothermus_silvanus_DSM_9946/GCA_000092125.1_ASM9212v1_feature_table.txt,data/Meiothermus_silvanus_DSM_9946/Meiothermus_silvanus_DSM_9946_NC_014212_operon_classification_output.txt,True
GCA_000092165.1,000092165.1,000092165,1,GCA,data/Bacillus_thuringiensis_BMB171,data/Bacillus_thuringiensis_BMB171/GCA_000092165.1_ASM9216v1_feature_table.txt,data/Bacillus_thuringiensis_BMB171/Bacillus_thuringiensis_BMB171_NC_014171_operon_classification_output.txt,True
GCA_000092185.1,000092185.1,000092185,1,GCA,data/Thermosphaera_aggregans_DSM_11486,data/Thermosphaera_aggregans_DSM_11486/GCA_000092185.1_ASM9218v1_feature_table.txt,data/Thermosphaera_aggregans_DSM_11486/Thermosphaera_aggregans_DSM_11486_NC_014160_operon_classification_output.txt,True
GCA_000092205.1,000092205.1,000092205,1,GCA,data/Desulfurivibrio_alkaliphilus_AHT2,data/Desulfurivibrio_alkaliphilus_AHT2/GCA_000092205.1_ASM9220v1_feature_table.txt,data/Desulfurivibrio_alkaliphilus_AHT2/Desulfurivibrio_alkaliphilus_AHT2_NC_014216_operon_classification_output.txt,True
GCA_000092225.1,000092225.1,000092225,1,GCA,data/Tsukamurella_paurometabola_DSM_20162,data/Tsukamurella_paurometabola_DSM_20162/GCA_000092225.1_ASM9222v1_feature_table.txt,data/Tsukamurella_paurometabola_DSM_20162/Tsukamurella_paurometabola_DSM_20162_NC_014158_operon_classification_output.txt,True
GCA_000092245.1,000092245.1,000092245,1,GCA,data/Arcobacter_nitrofigilis_DSM_7299,data/Arcobacter_nitrofigilis_DSM_7299/GCA_000092245.1_ASM9224v1_feature_table.txt,data/Arcobacter_nitrofigilis_DSM_7299/Arcobacter_nitrofigilis_DSM_7299_NC_014166_operon_classification_output.txt,True
GCA_000092265.1,000092265.1,000092265,1,GCA,data/Moraxella_catarrhalis_RH4,data/Moraxella_catarrhalis_RH4/GCA_000092265.1_ASM9226v1_feature_table.txt,data/Moraxella_catarrhalis_RH4/Moraxella_catarrhalis_RH4_NC_014147_operon_classification_output.txt,True
GCA_000092285.1,000092285.1,000092285,1,GCA,data/Caulobacter_segnis_ATCC_21756,data/Caulobacter_segnis_ATCC_21756/GCA_000092285.1_ASM9228v1_feature_table.txt,data/Caulobacter_segnis_ATCC_21756/Caulobacter_segnis_ATCC_21756_NC_014100_operon_classification_output.txt,True
GCA_000092305.1,000092305.1,000092305,1,GCA,data/Methanocaldococcus_infernus_ME,data/Methanocaldococcus_infernus_ME/GCA_000092305.1_ASM9230v1_feature_table.txt,data/Methanocaldococcus_infernus_ME/Methanocaldococcus_infernus_ME_NC_014122_operon_classification_output.txt,True
GCA_000092325.1,000092325.1,000092325,1,GCA,data/Bifidobacterium_longum_subsp._longum_JDM301,data/Bifidobacterium_longum_subsp._longum_JDM301/GCA_000092325.1_ASM9232v1_feature_table.txt,data/Bifidobacterium_longum_subsp._longum_JDM301/Bifidobacterium_longum_subsp._longum_JDM301_NC_014169_operon_classification_output.txt,True
GCA_000092345.1,000092345.1,000092345,1,GCA,data/Clostridium_botulinum_F_str._230613,data/Clostridium_botulinum_F_str._230613/GCA_000092345.1_ASM9234v1_feature_table.txt,data/Clostridium_botulinum_F_str._230613/Clostridium_botulinum_F_str._230613_NC_017297_operon_classification_output.txt,True
GCA_000092365.1,000092365.1,000092365,1,GCA,data/Arcanobacterium_haemolyticum_DSM_20595,data/Arcanobacterium_haemolyticum_DSM_20595/GCA_000092365.1_ASM9236v1_feature_table.txt,data/Arcanobacterium_haemolyticum_DSM_20595/Arcanobacterium_haemolyticum_DSM_20595_NC_014218_operon_classification_output.txt,True
GCA_000092385.1,000092385.1,000092385,1,GCA,data/Streptomyces_bingchenggensis_BCW-1,data/Streptomyces_bingchenggensis_BCW-1/GCA_000092385.1_ASM9238v1_feature_table.txt,data/Streptomyces_bingchenggensis_BCW-1/Streptomyces_bingchenggensis_BCW-1_NC_016582_operon_classification_output.txt,True
GCA_000092405.1,000092405.1,000092405,1,GCA,data/Syntrophothermus_lipocalidus_DSM_12680,data/Syntrophothermus_lipocalidus_DSM_12680/GCA_000092405.1_ASM9240v1_feature_table.txt,data/Syntrophothermus_lipocalidus_DSM_12680/Syntrophothermus_lipocalidus_DSM_12680_NC_014220_operon_classification_output.txt,True
GCA_000092425.1,000092425.1,000092425,1,GCA,data/Truepera_radiovictrix_DSM_17093,data/Truepera_radiovictrix_DSM_17093/GCA_000092425.1_ASM9242v1_feature_table.txt,data/Truepera_radiovictrix_DSM_17093/Truepera_radiovictrix_DSM_17093_NC_014221_operon_classification_output.txt,True
GCA_000092445.1,000092445.1,000092445,1,GCA,data/Geobacillus_sp._C56-T3,data/Geobacillus_sp._C56-T3/GCA_000092445.1_ASM9244v1_feature_table.txt,data/Geobacillus_sp._C56-T3/Geobacillus_sp._C56-T3_NC_014206_operon_classification_output.txt,True
GCA_000092465.1,000092465.1,000092465,1,GCA,data/Staphylothermus_hellenicus_DSM_12710,data/Staphylothermus_hellenicus_DSM_12710/GCA_000092465.1_ASM9246v1_feature_table.txt,data/Staphylothermus_hellenicus_DSM_12710/Staphylothermus_hellenicus_DSM_12710_NC_014205_operon_classification_output.txt,True
GCA_000092485.1,000092485.1,000092485,1,GCA,data/Chlamydia_trachomatis_D-EC,data/Chlamydia_trachomatis_D-EC/GCA_000092485.1_ASM9248v1_feature_table.txt,data/Chlamydia_trachomatis_D-EC/Chlamydia_trachomatis_D-EC_NC_017434_operon_classification_output.txt,True
GCA_000092505.1,000092505.1,000092505,1,GCA,data/Leuconostoc_kimchii_IMSNU_11154,data/Leuconostoc_kimchii_IMSNU_11154/GCA_000092505.1_ASM9250v1_feature_table.txt,data/Leuconostoc_kimchii_IMSNU_11154/Leuconostoc_kimchii_IMSNU_11154_NC_014136_operon_classification_output.txt,True
GCA_000092525.1,000092525.1,000092525,1,GCA,data/Shigella_sonnei_Ss046,data/Shigella_sonnei_Ss046/GCA_000092525.1_ASM9252v1_feature_table.txt,data/Shigella_sonnei_Ss046/Shigella_sonnei_Ss046_NC_007384_operon_classification_output.txt,True
GCA_000092545.1,000092545.1,000092545,1,GCA,data/Legionella_pneumophila_str._Corby,data/Legionella_pneumophila_str._Corby/GCA_000092545.1_ASM9254v1_feature_table.txt,data/Legionella_pneumophila_str._Corby/Legionella_pneumophila_str._Corby_NC_009494_operon_classification_output.txt,True
GCA_000092565.1,000092565.1,000092565,1,GCA,data/Leptospira_interrogans_serovar_Lai_str._56601,data/Leptospira_interrogans_serovar_Lai_str._56601/GCA_000092565.1_ASM9256v1_feature_table.txt,data/Leptospira_interrogans_serovar_Lai_str._56601/Leptospira_interrogans_serovar_Lai_str._56601_NC_004342_operon_classification_output.txt,True
GCA_000092585.1,000092585.1,000092585,1,GCA,data/Mycoplasma_gallisepticum_str._R(low),data/Mycoplasma_gallisepticum_str._R(low)/GCA_000092585.1_ASM9258v1_feature_table.txt,data/Mycoplasma_gallisepticum_str._R(low)/Mycoplasma_gallisepticum_str._R(low)_NC_004829_operon_classification_output.txt,True
GCA_000092605.1,000092605.1,000092605,1,GCA,data/Thiomonas_intermedia_K12,data/Thiomonas_intermedia_K12/GCA_000092605.1_ASM9260v1_feature_table.txt,data/Thiomonas_intermedia_K12/Thiomonas_intermedia_K12_NC_014153_operon_classification_output.txt,True
GCA_000092625.1,000092625.1,000092625,1,GCA,data/Legionella_pneumophila_230099_Alcoy,data/Legionella_pneumophila_230099_Alcoy/GCA_000092625.1_ASM9262v1_feature_table.txt,data/Legionella_pneumophila_230099_Alcoy/Legionella_pneumophila_230099_Alcoy_NC_014125_operon_classification_output.txt,True
GCA_000092645.1,000092645.1,000092645,1,GCA,data/Thermobispora_bispora_DSM_43833,data/Thermobispora_bispora_DSM_43833/GCA_000092645.1_ASM9264v1_feature_table.txt,data/Thermobispora_bispora_DSM_43833/Thermobispora_bispora_DSM_43833_NC_014165_operon_classification_output.txt,True
GCA_000092665.1,000092665.1,000092665,1,GCA,data/Chlamydia_trachomatis_E150,data/Chlamydia_trachomatis_E150/GCA_000092665.1_ASM9266v1_feature_table.txt,data/Chlamydia_trachomatis_E150/Chlamydia_trachomatis_E150_NC_017439_operon_classification_output.txt,True
GCA_000092685.1,000092685.1,000092685,1,GCA,data/Chlamydia_trachomatis_G9768,data/Chlamydia_trachomatis_G9768/GCA_000092685.1_ASM9268v1_feature_table.txt,data/Chlamydia_trachomatis_G9768/Chlamydia_trachomatis_G9768_NC_017429_operon_classification_output.txt,True
GCA_000092705.1,000092705.1,000092705,1,GCA,data/Chlamydia_trachomatis_G11222,data/Chlamydia_trachomatis_G11222/GCA_000092705.1_ASM9270v1_feature_table.txt,data/Chlamydia_trachomatis_G11222/Chlamydia_trachomatis_G11222_NC_017430_operon_classification_output.txt,True
GCA_000092725.1,000092725.1,000092725,1,GCA,data/Chlamydia_trachomatis_G11074,data/Chlamydia_trachomatis_G11074/GCA_000092725.1_ASM9272v1_feature_table.txt,data/Chlamydia_trachomatis_G11074/Chlamydia_trachomatis_G11074_NC_017440_operon_classification_output.txt,True
GCA_000092745.1,000092745.1,000092745,1,GCA,data/Chlamydia_trachomatis_E11023,data/Chlamydia_trachomatis_E11023/GCA_000092745.1_ASM9274v1_feature_table.txt,data/Chlamydia_trachomatis_E11023/Chlamydia_trachomatis_E11023_NC_017431_operon_classification_output.txt,True
GCA_000092765.1,000092765.1,000092765,1,GCA,data/Bifidobacterium_animalis_subsp._lactis_V9,data/Bifidobacterium_animalis_subsp._lactis_V9/GCA_000092765.1_ASM9276v1_feature_table.txt,data/Bifidobacterium_animalis_subsp._lactis_V9/Bifidobacterium_animalis_subsp._lactis_V9_NC_017217_operon_classification_output.txt,True
GCA_000092785.1,000092785.1,000092785,1,GCA,data/Waddlia_chondrophila_WSU_86-1044,data/Waddlia_chondrophila_WSU_86-1044/GCA_000092785.1_ASM9278v1_feature_table.txt,data/Waddlia_chondrophila_WSU_86-1044/Waddlia_chondrophila_WSU_86-1044_NC_014225_operon_classification_output.txt,True
GCA_000092805.1,000092805.1,000092805,1,GCA,data/Chlamydia_trachomatis_G9301,data/Chlamydia_trachomatis_G9301/GCA_000092805.1_ASM9280v1_feature_table.txt,data/Chlamydia_trachomatis_G9301/Chlamydia_trachomatis_G9301_NC_017432_operon_classification_output.txt,True
