door_accession,door_accession_key,door_assembly_number,door_version,door_prefix,genome_dir,feature_table_member,operon_member,has_operon_label_file
GCA_000005825.2,000005825.2,000005825,2,GCA,data/Bacillus_pseudofirmus_OF4,data/Bacillus_pseudofirmus_OF4/GCA_000005825.2_ASM582v2_feature_table.txt,data/Bacillus_pseudofirmus_OF4/Bacillus_pseudofirmus_OF4_NC_013791_operon_classification_output.txt,True
GCA_000005845.2,000005845.2,000005845,2,GCA,data/Escherichia_coli_str._K-12_substr._MG1655,data/Escherichia_coli_str._K-12_substr._MG1655/GCA_000005845.2_ASM584v2_feature_table.txt,data/Escherichia_coli_str._K-12_substr._MG1655/Escherichia_coli_str._K-12_substr._MG1655_NC_000913_operon_classification_output.txt,True
GCA_000006175.2,000006175.2,000006175,2,GCA,data/Methanococcus_voltae_A3,data/Methanococcus_voltae_A3/GCA_000006175.2_ASM617v2_feature_table.txt,data/Methanococcus_voltae_A3/Methanococcus_voltae_A3_NC_014222_operon_classification_output.txt,True
GCA_000006605.1,000006605.1,000006605,1,GCA,data/Corynebacterium_jeikeium_K411,data/Corynebacterium_jeikeium_K411/GCA_000006605.1_ASM660v1_feature_table.txt,data/Corynebacterium_jeikeium_K411/Corynebacterium_jeikeium_K411_NC_007164_operon_classification_output.txt,True
GCA_000006625.1,000006625.1,000006625,1,GCA,data/Ureaplasma_parvum_serovar_3_str._ATCC_700970,data/Ureaplasma_parvum_serovar_3_str._ATCC_700970/GCA_000006625.1_ASM662v1_feature_table.txt,data/Ureaplasma_parvum_serovar_3_str._ATCC_700970/Ureaplasma_parvum_serovar_3_str._ATCC_700970_NC_002162_operon_classification_output.txt,True
GCA_000006645.1,000006645.1,000006645,1,GCA,data/Yersinia_pestis_KIM_10,data/Yersinia_pestis_KIM_10/GCA_000006645.1_ASM664v1_feature_table.txt,data/Yersinia_pestis_KIM_10/Yersinia_pestis_KIM_10_NC_004088_operon_classification_output.txt,True
GCA_000006665.1,000006665.1,000006665,1,GCA,data/Escherichia_coli_O157H7_str._EDL933,data/Escherichia_coli_O157H7_str._EDL933/GCA_000006665.1_ASM666v1_feature_table.txt,data/Escherichia_coli_O157H7_str._EDL933/Escherichia_coli_O157H7_str._EDL933_NC_002655_operon_classification_output.txt,True
GCA_000006685.1,000006685.1,000006685,1,GCA,data/Chlamydia_muridarum_Nigg,data/Chlamydia_muridarum_Nigg/GCA_000006685.1_ASM668v1_feature_table.txt,data/Chlamydia_muridarum_Nigg/Chlamydia_muridarum_Nigg_NC_002620_operon_classification_output.txt,True
GCA_000006725.1,000006725.1,000006725,1,GCA,data/Xylella_fastidiosa_9a5c,data/Xylella_fastidiosa_9a5c/GCA_000006725.1_ASM672v1_feature_table.txt,data/Xylella_fastidiosa_9a5c/Xylella_fastidiosa_9a5c_NC_002488_operon_classification_output.txt,True
GCA_000006745.1,000006745.1,000006745,1,GCA,data/Vibrio_cholerae_O1_biovar_El_Tor_str._N16961,data/Vibrio_cholerae_O1_biovar_El_Tor_str._N16961/GCA_000006745.1_ASM674v1_feature_table.txt,data/Vibrio_cholerae_O1_biovar_El_Tor_str._N16961/Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_NC_002506_operon_classification_output.txt,True
GCA_000006765.1,000006765.1,000006765,1,GCA,data/Pseudomonas_aeruginosa_PAO1,data/Pseudomonas_aeruginosa_PAO1/GCA_000006765.1_ASM676v1_feature_table.txt,data/Pseudomonas_aeruginosa_PAO1/Pseudomonas_aeruginosa_PAO1_NC_002516_operon_classification_output.txt,True
GCA_000006785.2,000006785.2,000006785,2,GCA,data/Streptococcus_pyogenes_M1_GAS,data/Streptococcus_pyogenes_M1_GAS/GCA_000006785.2_ASM678v2_feature_table.txt,data/Streptococcus_pyogenes_M1_GAS/Streptococcus_pyogenes_M1_GAS_NC_002737_operon_classification_output.txt,True
GCA_000006805.1,000006805.1,000006805,1,GCA,data/Halobacterium_sp._NRC-1,data/Halobacterium_sp._NRC-1/GCA_000006805.1_ASM680v1_feature_table.txt,data/Halobacterium_sp._NRC-1/Halobacterium_sp._NRC-1_NC_002607_operon_classification_output.txt,True
GCA_000006825.1,000006825.1,000006825,1,GCA,data/Pasteurella_multocida_subsp._multocida_str._Pm70,data/Pasteurella_multocida_subsp._multocida_str._Pm70/GCA_000006825.1_ASM682v1_feature_table.txt,data/Pasteurella_multocida_subsp._multocida_str._Pm70/Pasteurella_multocida_subsp._multocida_str._Pm70_NC_002663_operon_classification_output.txt,True
GCA_000006845.1,000006845.1,000006845,1,GCA,data/Neisseria_gonorrhoeae_FA_1090,data/Neisseria_gonorrhoeae_FA_1090/GCA_000006845.1_ASM684v1_feature_table.txt,data/Neisseria_gonorrhoeae_FA_1090/Neisseria_gonorrhoeae_FA_1090_NC_002946_operon_classification_output.txt,True
GCA_000006865.1,000006865.1,000006865,1,GCA,data/Lactococcus_lactis_subsp._lactis_Il1403,data/Lactococcus_lactis_subsp._lactis_Il1403/GCA_000006865.1_ASM686v1_feature_table.txt,data/Lactococcus_lactis_subsp._lactis_Il1403/Lactococcus_lactis_subsp._lactis_Il1403_NC_002662_operon_classification_output.txt,True
GCA_000006885.1,000006885.1,000006885,1,GCA,data/Streptococcus_pneumoniae_TIGR4,data/Streptococcus_pneumoniae_TIGR4/GCA_000006885.1_ASM688v1_feature_table.txt,data/Streptococcus_pneumoniae_TIGR4/Streptococcus_pneumoniae_TIGR4_NC_003028_operon_classification_output.txt,True
GCA_000006905.1,000006905.1,000006905,1,GCA,data/Caulobacter_crescentus_CB15,data/Caulobacter_crescentus_CB15/GCA_000006905.1_ASM690v1_feature_table.txt,data/Caulobacter_crescentus_CB15/Caulobacter_crescentus_CB15_NC_002696_operon_classification_output.txt,True
GCA_000006925.2,000006925.2,000006925,2,GCA,data/Shigella_flexneri_2a_str._301,data/Shigella_flexneri_2a_str._301/GCA_000006925.2_ASM692v2_feature_table.txt,data/Shigella_flexneri_2a_str._301/Shigella_flexneri_2a_str._301_NC_004337_operon_classification_output.txt,True
GCA_000006945.2,000006945.2,000006945,2,GCA,data/Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,data/Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2/GCA_000006945.2_ASM694v2_feature_table.txt,data/Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2/Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_NC_003197_operon_classification_output.txt,True
GCA_000006965.1,000006965.1,000006965,1,GCA,data/Sinorhizobium_meliloti_1021,data/Sinorhizobium_meliloti_1021/GCA_000006965.1_ASM696v1_feature_table.txt,data/Sinorhizobium_meliloti_1021/Sinorhizobium_meliloti_1021_NC_003047_operon_classification_output.txt,True
GCA_000006985.1,000006985.1,000006985,1,GCA,data/Chlorobium_tepidum_TLS,data/Chlorobium_tepidum_TLS/GCA_000006985.1_ASM698v1_feature_table.txt,data/Chlorobium_tepidum_TLS/Chlorobium_tepidum_TLS_NC_002932_operon_classification_output.txt,True
GCA_000007005.1,000007005.1,000007005,1,GCA,data/Sulfolobus_solfataricus_P2,data/Sulfolobus_solfataricus_P2/GCA_000007005.1_ASM700v1_feature_table.txt,data/Sulfolobus_solfataricus_P2/Sulfolobus_solfataricus_P2_NC_002754_operon_classification_output.txt,True
GCA_000007025.1,000007025.1,000007025,1,GCA,data/Rickettsia_conorii_str._Malish_7,data/Rickettsia_conorii_str._Malish_7/GCA_000007025.1_ASM702v1_feature_table.txt,data/Rickettsia_conorii_str._Malish_7/Rickettsia_conorii_str._Malish_7_NC_003103_operon_classification_output.txt,True
GCA_000007045.1,000007045.1,000007045,1,GCA,data/Streptococcus_pneumoniae_R6,data/Streptococcus_pneumoniae_R6/GCA_000007045.1_ASM704v1_feature_table.txt,data/Streptococcus_pneumoniae_R6/Streptococcus_pneumoniae_R6_NC_003098_operon_classification_output.txt,True
GCA_000007065.1,000007065.1,000007065,1,GCA,data/Methanosarcina_mazei_Go1,data/Methanosarcina_mazei_Go1/GCA_000007065.1_ASM706v1_feature_table.txt,data/Methanosarcina_mazei_Go1/Methanosarcina_mazei_Go1_NC_003901_operon_classification_output.txt,True
GCA_000007085.1,000007085.1,000007085,1,GCA,data/Thermoanaerobacter_tengcongensis_MB4,data/Thermoanaerobacter_tengcongensis_MB4/GCA_000007085.1_ASM708v1_feature_table.txt,data/Thermoanaerobacter_tengcongensis_MB4/Thermoanaerobacter_tengcongensis_MB4_NC_003869_operon_classification_output.txt,True
GCA_000007105.1,000007105.1,000007105,1,GCA,data/Zymomonas_mobilis_subsp._mobilis_ZM4,data/Zymomonas_mobilis_subsp._mobilis_ZM4/GCA_000007105.1_ASM710v1_feature_table.txt,data/Zymomonas_mobilis_subsp._mobilis_ZM4/Zymomonas_mobilis_subsp._mobilis_ZM4_NC_006526_operon_classification_output.txt,True
GCA_000007125.1,000007125.1,000007125,1,GCA,data/Brucella_melitensis_bv._1_str._16M,data/Brucella_melitensis_bv._1_str._16M/GCA_000007125.1_ASM712v1_feature_table.txt,data/Brucella_melitensis_bv._1_str._16M/Brucella_melitensis_bv._1_str._16M_NC_003318_operon_classification_output.txt,True
GCA_000007145.1,000007145.1,000007145,1,GCA,data/Xanthomonas_campestris_pv._campestris_str._ATCC_33913,data/Xanthomonas_campestris_pv._campestris_str._ATCC_33913/GCA_000007145.1_ASM714v1_feature_table.txt,data/Xanthomonas_campestris_pv._campestris_str._ATCC_33913/Xanthomonas_campestris_pv._campestris_str._ATCC_33913_NC_003902_operon_classification_output.txt,True
GCA_000007165.1,000007165.1,000007165,1,GCA,data/Xanthomonas_axonopodis_pv._citri_str._306,data/Xanthomonas_axonopodis_pv._citri_str._306/GCA_000007165.1_ASM716v1_feature_table.txt,data/Xanthomonas_axonopodis_pv._citri_str._306/Xanthomonas_axonopodis_pv._citri_str._306_NC_003919_operon_classification_output.txt,True
GCA_000007185.1,000007185.1,000007185,1,GCA,data/Methanopyrus_kandleri_AV19,data/Methanopyrus_kandleri_AV19/GCA_000007185.1_ASM718v1_feature_table.txt,data/Methanopyrus_kandleri_AV19/Methanopyrus_kandleri_AV19_NC_003551_operon_classification_output.txt,True
GCA_000007205.1,000007205.1,000007205,1,GCA,data/Chlamydophila_pneumoniae_TW-183,data/Chlamydophila_pneumoniae_TW-183/GCA_000007205.1_ASM720v1_feature_table.txt,data/Chlamydophila_pneumoniae_TW-183/Chlamydophila_pneumoniae_TW-183_NC_005043_operon_classification_output.txt,True
GCA_000007225.1,000007225.1,000007225,1,GCA,data/Pyrobaculum_aerophilum_str._IM2,data/Pyrobaculum_aerophilum_str._IM2/GCA_000007225.1_ASM722v1_feature_table.txt,data/Pyrobaculum_aerophilum_str._IM2/Pyrobaculum_aerophilum_str._IM2_NC_003364_operon_classification_output.txt,True
GCA_000007245.1,000007245.1,000007245,1,GCA,data/Xylella_fastidiosa_Temecula1,data/Xylella_fastidiosa_Temecula1/GCA_000007245.1_ASM724v1_feature_table.txt,data/Xylella_fastidiosa_Temecula1/Xylella_fastidiosa_Temecula1_NC_004556_operon_classification_output.txt,True
GCA_000007265.1,000007265.1,000007265,1,GCA,data/Streptococcus_agalactiae_2603VR,data/Streptococcus_agalactiae_2603VR/GCA_000007265.1_ASM726v1_feature_table.txt,data/Streptococcus_agalactiae_2603VR/Streptococcus_agalactiae_2603VR_NC_004116_operon_classification_output.txt,True
GCA_000007285.1,000007285.1,000007285,1,GCA,data/Streptococcus_pyogenes_MGAS8232,data/Streptococcus_pyogenes_MGAS8232/GCA_000007285.1_ASM728v1_feature_table.txt,data/Streptococcus_pyogenes_MGAS8232/Streptococcus_pyogenes_MGAS8232_NC_003485_operon_classification_output.txt,True
GCA_000007305.1,000007305.1,000007305,1,GCA,data/Pyrococcus_furiosus_DSM_3638,data/Pyrococcus_furiosus_DSM_3638/GCA_000007305.1_ASM730v1_feature_table.txt,data/Pyrococcus_furiosus_DSM_3638/Pyrococcus_furiosus_DSM_3638_NC_003413_operon_classification_output.txt,True
GCA_000007325.1,000007325.1,000007325,1,GCA,data/Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586,data/Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586/GCA_000007325.1_ASM732v1_feature_table.txt,data/Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586/Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586_NC_003454_operon_classification_output.txt,True
GCA_000007345.1,000007345.1,000007345,1,GCA,data/Methanosarcina_acetivorans_C2A,data/Methanosarcina_acetivorans_C2A/GCA_000007345.1_ASM734v1_feature_table.txt,data/Methanosarcina_acetivorans_C2A/Methanosarcina_acetivorans_C2A_NC_003552_operon_classification_output.txt,True
GCA_000007365.1,000007365.1,000007365,1,GCA,data/Buchnera_aphidicola_str._Sg_(Schizaphis_graminum),data/Buchnera_aphidicola_str._Sg_(Schizaphis_graminum)/GCA_000007365.1_ASM736v1_feature_table.txt,data/Buchnera_aphidicola_str._Sg_(Schizaphis_graminum)/Buchnera_aphidicola_str._Sg_(Schizaphis_graminum)_NC_004061_operon_classification_output.txt,True
GCA_000007385.1,000007385.1,000007385,1,GCA,data/Xanthomonas_oryzae_pv._oryzae_KACC_10331,data/Xanthomonas_oryzae_pv._oryzae_KACC_10331/GCA_000007385.1_ASM738v1_feature_table.txt,data/Xanthomonas_oryzae_pv._oryzae_KACC_10331/Xanthomonas_oryzae_pv._oryzae_KACC_10331_NC_006834_operon_classification_output.txt,True
GCA_000007405.1,000007405.1,000007405,1,GCA,data/Shigella_flexneri_2a_str._2457T,data/Shigella_flexneri_2a_str._2457T/GCA_000007405.1_ASM740v1_feature_table.txt,data/Shigella_flexneri_2a_str._2457T/Shigella_flexneri_2a_str._2457T_NC_004741_operon_classification_output.txt,True
GCA_000007425.1,000007425.1,000007425,1,GCA,data/Streptococcus_pyogenes_MGAS315,data/Streptococcus_pyogenes_MGAS315/GCA_000007425.1_ASM742v1_feature_table.txt,data/Streptococcus_pyogenes_MGAS315/Streptococcus_pyogenes_MGAS315_NC_004070_operon_classification_output.txt,True
GCA_000007445.1,000007445.1,000007445,1,GCA,data/Escherichia_coli_CFT073,data/Escherichia_coli_CFT073/GCA_000007445.1_ASM744v1_feature_table.txt,data/Escherichia_coli_CFT073/Escherichia_coli_CFT073_NC_004431_operon_classification_output.txt,True
GCA_000007465.2,000007465.2,000007465,2,GCA,data/Streptococcus_mutans_UA159,data/Streptococcus_mutans_UA159/GCA_000007465.2_ASM746v2_feature_table.txt,data/Streptococcus_mutans_UA159/Streptococcus_mutans_UA159_NC_004350_operon_classification_output.txt,True
GCA_000007485.1,000007485.1,000007485,1,GCA,data/Tropheryma_whipplei_str._Twist,data/Tropheryma_whipplei_str._Twist/GCA_000007485.1_ASM748v1_feature_table.txt,data/Tropheryma_whipplei_str._Twist/Tropheryma_whipplei_str._Twist_NC_004572_operon_classification_output.txt,True
GCA_000007525.1,000007525.1,000007525,1,GCA,data/Bifidobacterium_longum_NCC2705,data/Bifidobacterium_longum_NCC2705/GCA_000007525.1_ASM752v1_feature_table.txt,data/Bifidobacterium_longum_NCC2705/Bifidobacterium_longum_NCC2705_NC_004307_operon_classification_output.txt,True
GCA_000007545.1,000007545.1,000007545,1,GCA,data/Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty2,data/Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty2/GCA_000007545.1_ASM754v1_feature_table.txt,data/Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty2/Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty2_NC_004631_operon_classification_output.txt,True
GCA_000007565.2,000007565.2,000007565,2,GCA,data/Pseudomonas_putida_KT2440,data/Pseudomonas_putida_KT2440/GCA_000007565.2_ASM756v2_feature_table.txt,data/Pseudomonas_putida_KT2440/Pseudomonas_putida_KT2440_NC_002947_operon_classification_output.txt,True
GCA_000007585.1,000007585.1,000007585,1,GCA,data/Porphyromonas_gingivalis_W83,data/Porphyromonas_gingivalis_W83/GCA_000007585.1_ASM758v1_feature_table.txt,data/Porphyromonas_gingivalis_W83/Porphyromonas_gingivalis_W83_NC_002950_operon_classification_output.txt,True
GCA_000007605.1,000007605.1,000007605,1,GCA,data/Chlamydophila_caviae_GPIC,data/Chlamydophila_caviae_GPIC/GCA_000007605.1_ASM760v1_feature_table.txt,data/Chlamydophila_caviae_GPIC/Chlamydophila_caviae_GPIC_NC_003361_operon_classification_output.txt,True
GCA_000007625.1,000007625.1,000007625,1,GCA,data/Clostridium_tetani_E88,data/Clostridium_tetani_E88/GCA_000007625.1_ASM762v1_feature_table.txt,data/Clostridium_tetani_E88/Clostridium_tetani_E88_NC_004557_operon_classification_output.txt,True
GCA_000007645.1,000007645.1,000007645,1,GCA,data/Staphylococcus_epidermidis_ATCC_12228,data/Staphylococcus_epidermidis_ATCC_12228/GCA_000007645.1_ASM764v1_feature_table.txt,data/Staphylococcus_epidermidis_ATCC_12228/Staphylococcus_epidermidis_ATCC_12228_NC_004461_operon_classification_output.txt,True
GCA_000007665.1,000007665.1,000007665,1,GCA,data/Leifsonia_xyli_subsp._xyli_str._CTCB07,data/Leifsonia_xyli_subsp._xyli_str._CTCB07/GCA_000007665.1_ASM766v1_feature_table.txt,data/Leifsonia_xyli_subsp._xyli_str._CTCB07/Leifsonia_xyli_subsp._xyli_str._CTCB07_NC_006087_operon_classification_output.txt,True
GCA_000007685.1,000007685.1,000007685,1,GCA,data/Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130,data/Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130/GCA_000007685.1_ASM768v1_feature_table.txt,data/Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130/Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130_NC_005824_operon_classification_output.txt,True
GCA_000007705.1,000007705.1,000007705,1,GCA,data/Chromobacterium_violaceum_ATCC_12472,data/Chromobacterium_violaceum_ATCC_12472/GCA_000007705.1_ASM770v1_feature_table.txt,data/Chromobacterium_violaceum_ATCC_12472/Chromobacterium_violaceum_ATCC_12472_NC_005085_operon_classification_output.txt,True
GCA_000007725.1,000007725.1,000007725,1,GCA,data/Buchnera_aphidicola_str._Bp_(Baizongia_pistaciae),data/Buchnera_aphidicola_str._Bp_(Baizongia_pistaciae)/GCA_000007725.1_ASM772v1_feature_table.txt,data/Buchnera_aphidicola_str._Bp_(Baizongia_pistaciae)/Buchnera_aphidicola_str._Bp_(Baizongia_pistaciae)_NC_004545_operon_classification_output.txt,True
GCA_000007745.1,000007745.1,000007745,1,GCA,data/Mannheimia_succiniciproducens_MBEL55E,data/Mannheimia_succiniciproducens_MBEL55E/GCA_000007745.1_ASM774v1_feature_table.txt,data/Mannheimia_succiniciproducens_MBEL55E/Mannheimia_succiniciproducens_MBEL55E_NC_006300_operon_classification_output.txt,True
GCA_000007765.2,000007765.2,000007765,2,GCA,data/Coxiella_burnetii_RSA_493,data/Coxiella_burnetii_RSA_493/GCA_000007765.2_ASM776v2_feature_table.txt,data/Coxiella_burnetii_RSA_493/Coxiella_burnetii_RSA_493_NC_002971_operon_classification_output.txt,True
GCA_000007785.1,000007785.1,000007785,1,GCA,data/Enterococcus_faecalis_V583,data/Enterococcus_faecalis_V583/GCA_000007785.1_ASM778v1_feature_table.txt,data/Enterococcus_faecalis_V583/Enterococcus_faecalis_V583_NC_004668_operon_classification_output.txt,True
GCA_000007805.1,000007805.1,000007805,1,GCA,data/Pseudomonas_syringae_pv._tomato_str._DC3000,data/Pseudomonas_syringae_pv._tomato_str._DC3000/GCA_000007805.1_ASM780v1_feature_table.txt,data/Pseudomonas_syringae_pv._tomato_str._DC3000/Pseudomonas_syringae_pv._tomato_str._DC3000_NC_004578_operon_classification_output.txt,True
GCA_000007825.1,000007825.1,000007825,1,GCA,data/Bacillus_cereus_ATCC_14579,data/Bacillus_cereus_ATCC_14579/GCA_000007825.1_ASM782v1_feature_table.txt,data/Bacillus_cereus_ATCC_14579/Bacillus_cereus_ATCC_14579_NC_004722_operon_classification_output.txt,True
GCA_000007845.1,000007845.1,000007845,1,GCA,data/Bacillus_anthracis_str._Ames,data/Bacillus_anthracis_str._Ames/GCA_000007845.1_ASM784v1_feature_table.txt,data/Bacillus_anthracis_str._Ames/Bacillus_anthracis_str._Ames_NC_003997_operon_classification_output.txt,True
GCA_000007865.1,000007865.1,000007865,1,GCA,data/Mycobacterium_avium_subsp._paratuberculosis_K-10,data/Mycobacterium_avium_subsp._paratuberculosis_K-10/GCA_000007865.1_ASM786v1_feature_table.txt,data/Mycobacterium_avium_subsp._paratuberculosis_K-10/Mycobacterium_avium_subsp._paratuberculosis_K-10_NC_002944_operon_classification_output.txt,True
GCA_000007885.1,000007885.1,000007885,1,GCA,data/Yersinia_pestis_biovar_Microtus_str._91001,data/Yersinia_pestis_biovar_Microtus_str._91001/GCA_000007885.1_ASM788v1_feature_table.txt,data/Yersinia_pestis_biovar_Microtus_str._91001/Yersinia_pestis_biovar_Microtus_str._91001_NC_005810_operon_classification_output.txt,True
GCA_000007905.1,000007905.1,000007905,1,GCA,data/Helicobacter_hepaticus_ATCC_51449,data/Helicobacter_hepaticus_ATCC_51449/GCA_000007905.1_ASM790v1_feature_table.txt,data/Helicobacter_hepaticus_ATCC_51449/Helicobacter_hepaticus_ATCC_51449_NC_004917_operon_classification_output.txt,True
GCA_000007925.1,000007925.1,000007925,1,GCA,data/Prochlorococcus_marinus_subsp._marinus_str._CCMP1375,data/Prochlorococcus_marinus_subsp._marinus_str._CCMP1375/GCA_000007925.1_ASM792v1_feature_table.txt,data/Prochlorococcus_marinus_subsp._marinus_str._CCMP1375/Prochlorococcus_marinus_subsp._marinus_str._CCMP1375_NC_005042_operon_classification_output.txt,True
GCA_000007945.1,000007945.1,000007945,1,GCA,data/Haemophilus_ducreyi_35000HP,data/Haemophilus_ducreyi_35000HP/GCA_000007945.1_ASM794v1_feature_table.txt,data/Haemophilus_ducreyi_35000HP/Haemophilus_ducreyi_35000HP_NC_002940_operon_classification_output.txt,True
GCA_000007985.2,000007985.2,000007985,2,GCA,data/Geobacter_sulfurreducens_PCA,data/Geobacter_sulfurreducens_PCA/GCA_000007985.2_ASM798v2_feature_table.txt,data/Geobacter_sulfurreducens_PCA/Geobacter_sulfurreducens_PCA_NC_002939_operon_classification_output.txt,True
GCA_000008005.1,000008005.1,000008005,1,GCA,data/Bacillus_cereus_ATCC_10987,data/Bacillus_cereus_ATCC_10987/GCA_000008005.1_ASM800v1_feature_table.txt,data/Bacillus_cereus_ATCC_10987/Bacillus_cereus_ATCC_10987_NC_003909_operon_classification_output.txt,True
GCA_000008025.1,000008025.1,000008025,1,GCA,data/Wolbachia_endosymbiont_of_Drosophila_melanogaster,data/Wolbachia_endosymbiont_of_Drosophila_melanogaster/GCA_000008025.1_ASM802v1_feature_table.txt,data/Wolbachia_endosymbiont_of_Drosophila_melanogaster/Wolbachia_endosymbiont_of_Drosophila_melanogaster_NC_002978_operon_classification_output.txt,True
GCA_000008045.1,000008045.1,000008045,1,GCA,data/Rickettsia_typhi_str._Wilmington,data/Rickettsia_typhi_str._Wilmington/GCA_000008045.1_ASM804v1_feature_table.txt,data/Rickettsia_typhi_str._Wilmington/Rickettsia_typhi_str._Wilmington_NC_006142_operon_classification_output.txt,True
GCA_000008065.1,000008065.1,000008065,1,GCA,data/Lactobacillus_johnsonii_NCC_533,data/Lactobacillus_johnsonii_NCC_533/GCA_000008065.1_ASM806v1_feature_table.txt,data/Lactobacillus_johnsonii_NCC_533/Lactobacillus_johnsonii_NCC_533_NC_005362_operon_classification_output.txt,True
GCA_000008085.1,000008085.1,000008085,1,GCA,data/Nanoarchaeum_equitans_Kin4-M,data/Nanoarchaeum_equitans_Kin4-M/GCA_000008085.1_ASM808v1_feature_table.txt,data/Nanoarchaeum_equitans_Kin4-M/Nanoarchaeum_equitans_Kin4-M_NC_005213_operon_classification_output.txt,True
GCA_000008105.1,000008105.1,000008105,1,GCA,data/Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC-B67,data/Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC-B67/GCA_000008105.1_ASM810v1_feature_table.txt,data/Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC-B67/Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC-B67_NC_006905_operon_classification_output.txt,True
GCA_000008125.1,000008125.1,000008125,1,GCA,data/Thermus_thermophilus_HB27,data/Thermus_thermophilus_HB27/GCA_000008125.1_ASM812v1_feature_table.txt,data/Thermus_thermophilus_HB27/Thermus_thermophilus_HB27_NC_005835_operon_classification_output.txt,True
GCA_000008145.1,000008145.1,000008145,1,GCA,data/Brucella_abortus_bv._1_str._9-941,data/Brucella_abortus_bv._1_str._9-941/GCA_000008145.1_ASM814v1_feature_table.txt,data/Brucella_abortus_bv._1_str._9-941/Brucella_abortus_bv._1_str._9-941_NC_006933_operon_classification_output.txt,True
GCA_000008165.1,000008165.1,000008165,1,GCA,data/Bacillus_anthracis_str._Sterne,data/Bacillus_anthracis_str._Sterne/GCA_000008165.1_ASM816v1_feature_table.txt,data/Bacillus_anthracis_str._Sterne/Bacillus_anthracis_str._Sterne_NC_005945_operon_classification_output.txt,True
GCA_000008185.1,000008185.1,000008185,1,GCA,data/Treponema_denticola_ATCC_35405,data/Treponema_denticola_ATCC_35405/GCA_000008185.1_ASM818v1_feature_table.txt,data/Treponema_denticola_ATCC_35405/Treponema_denticola_ATCC_35405_NC_002967_operon_classification_output.txt,True
GCA_000008205.1,000008205.1,000008205,1,GCA,data/Mycoplasma_hyopneumoniae_J,data/Mycoplasma_hyopneumoniae_J/GCA_000008205.1_ASM820v1_feature_table.txt,data/Mycoplasma_hyopneumoniae_J/Mycoplasma_hyopneumoniae_J_NC_007295_operon_classification_output.txt,True
GCA_000008225.1,000008225.1,000008225,1,GCA,data/Mycoplasma_hyopneumoniae_7448,data/Mycoplasma_hyopneumoniae_7448/GCA_000008225.1_ASM822v1_feature_table.txt,data/Mycoplasma_hyopneumoniae_7448/Mycoplasma_hyopneumoniae_7448_NC_007332_operon_classification_output.txt,True
GCA_000008245.1,000008245.1,000008245,1,GCA,data/Mycoplasma_synoviae_53,data/Mycoplasma_synoviae_53/GCA_000008245.1_ASM824v1_feature_table.txt,data/Mycoplasma_synoviae_53/Mycoplasma_synoviae_53_NC_007294_operon_classification_output.txt,True
GCA_000008265.1,000008265.1,000008265,1,GCA,data/Picrophilus_torridus_DSM_9790,data/Picrophilus_torridus_DSM_9790/GCA_000008265.1_ASM826v1_feature_table.txt,data/Picrophilus_torridus_DSM_9790/Picrophilus_torridus_DSM_9790_NC_005877_operon_classification_output.txt,True
GCA_000008285.1,000008285.1,000008285,1,GCA,data/Listeria_monocytogenes_serotype_4b_str._F2365,data/Listeria_monocytogenes_serotype_4b_str._F2365/GCA_000008285.1_ASM828v1_feature_table.txt,data/Listeria_monocytogenes_serotype_4b_str._F2365/Listeria_monocytogenes_serotype_4b_str._F2365_NC_002973_operon_classification_output.txt,True
GCA_000008305.1,000008305.1,000008305,1,GCA,data/Mesoplasma_florum_L1,data/Mesoplasma_florum_L1/GCA_000008305.1_ASM830v1_feature_table.txt,data/Mesoplasma_florum_L1/Mesoplasma_florum_L1_NC_006055_operon_classification_output.txt,True
GCA_000008325.1,000008325.1,000008325,1,GCA,data/Methylococcus_capsulatus_str._Bath,data/Methylococcus_capsulatus_str._Bath/GCA_000008325.1_ASM832v1_feature_table.txt,data/Methylococcus_capsulatus_str._Bath/Methylococcus_capsulatus_str._Bath_NC_002977_operon_classification_output.txt,True
